ticker,grade,composite_score,base_type,depth_pct,pivot_source,rs_percentile,power_rank,distance_to_pivot_pct,reward_to_risk,stop_price
LMT,REJECT,0.0,standard_base,0.0,,,,0.0,,
NDSN,B,73.8,cup,21.6,cup_handle,79.1,59.0,-5.51,2.9,294.75
PH,A,77.1,flat_base,11.2,flat_max_spike_filtered,74.4,59.1,-1.0,3.0,990.47
PNR,REJECT,0.0,standard_base,0.0,,,,0.0,,
ROK,REJECT,0.0,standard_base,0.0,,,,0.0,,
SWK,A,79.7,cup,20.7,cup_handle,90.6,71.6,-5.45,1.71,87.54
TTC,A+,95.4,flat_base,13.1,flat_max_spike_filtered,93.6,72.8,-1.57,3.29,99.21
UNP,REJECT,50.5,cup,17.9,cup_handle,68.2,48.0,-1.14,3.66,260.49
WWD,REJECT,0.0,standard_base,0.0,,,,0.0,,
COP,A,75.2,cup,20.9,cup_handle,78.9,57.1,-3.29,2.47,109.2
CVX,A,77.0,cup,21.1,cup_handle,74.0,51.8,-1.9,3.53,182.57
DVN,B,73.1,cup,17.4,cup_handle,76.5,61.7,-5.1,2.08,43.93
EOG,REJECT,0.0,standard_base,0.0,,,,0.0,,
FANG,REJECT,49.7,cup,21.3,cup_handle,64.7,48.8,-1.99,2.37,169.78
HAL,C,61.7,flat_base,12.3,flat_max_spike_filtered,88.7,78.4,-1.66,2.07,34.12
MPC,REJECT,0.0,standard_base,0.0,,,,0.0,,
OXY,REJECT,0.0,standard_base,0.0,,,,0.0,,
SLB,REJECT,0.0,standard_base,0.0,,,,0.0,,
VLO,REJECT,0.0,standard_base,0.0,,,,0.0,,
APD,REJECT,0.0,standard_base,0.0,,,,0.0,,
CF,REJECT,0.0,standard_base,0.0,,,,0.0,,
DD,REJECT,0.0,standard_base,0.0,,,,0.0,,
ECL,REJECT,0.0,standard_base,0.0,,,,0.0,,
FCX,REJECT,0.0,standard_base,0.0,,,,0.0,,
LIN,REJECT,0.0,standard_base,0.0,,,,0.0,,
LYB,REJECT,0.0,standard_base,0.0,,,,0.0,,
NEM,REJECT,0.0,standard_base,0.0,,,,0.0,,
PPG,REJECT,0.0,standard_base,0.0,,,,0.0,,
SHW,REJECT,0.0,standard_base,0.0,,,,0.0,,
VMC,REJECT,0.0,standard_base,0.0,,,,0.0,,
WLK,REJECT,0.0,standard_base,0.0,,,,0.0,,
AMT,REJECT,0.0,standard_base,0.0,,,,0.0,,
AVB,REJECT,0.0,standard_base,0.0,,,,0.0,,
BXP,REJECT,0.0,standard_base,0.0,,,,0.0,,
CBRE,REJECT,0.0,standard_base,0.0,,,,0.0,,
EQIX,REJECT,0.0,standard_base,0.0,,,,0.0,,
EXPI,REJECT,0.0,standard_base,0.0,,,,0.0,,
PLD,B,75.8,flat_base,11.9,flat_max_spike_filtered,57.2,43.2,-1.44,3.38,138.19
PSA,REJECT,0.0,standard_base,0.0,,,,0.0,,
SPG,REJECT,0.0,standard_base,0.0,,,,0.0,,
WELL,REJECT,0.0,standard_base,0.0,,,,0.0,,
TMUS,REJECT,0.0,standard_base,0.0,,,,0.0,,
AEP,REJECT,47.9,cup,15.9,cup_handle,45.6,36.6,-0.9,3.15,128.57
AWK,REJECT,0.0,standard_base,0.0,,,,0.0,,
DUK,REJECT,0.0,standard_base,0.0,,,,0.0,,
ED,REJECT,0.0,standard_base,0.0,,,,0.0,,
ES,REJECT,0.0,standard_base,0.0,,,,0.0,,
EXC,REJECT,0.0,standard_base,0.0,,,,0.0,,
NEE,REJECT,46.0,cup,18.0,cup_handle,50.1,44.5,-2.08,2.92,92.29
SO,REJECT,0.0,standard_base,0.0,,,,0.0,,
SRE,REJECT,0.0,standard_base,0.0,,,,0.0,,
WEC,REJECT,0.0,standard_base,0.0,,,,0.0,,
XEL,REJECT,0.0,standard_base,0.0,,,,0.0,,
GD,REJECT,0.0,standard_base,0.0,,,,0.0,,
HWM,C,60.0,cup,21.2,cup_handle,81.8,61.4,-1.16,1.93,245.41
NOC,REJECT,0.0,standard_base,0.0,,,,0.0,,
TXT,A,77.2,cup,17.0,cup_handle,74.6,52.3,-2.82,2.67,97.77
BEI.DE,REJECT,0.0,standard_base,0.0,,,,0.0,,
INFY,REJECT,0.0,standard_base,0.0,,,,0.0,,
WIT,REJECT,0.0,standard_base,0.0,,,,0.0,,
KGF.L,REJECT,54.6,cup,19.0,cup_handle,72.3,62.6,-2.31,2.75,354.05
LOGN.SW,REJECT,0.0,standard_base,0.0,,,,0.0,,
ALV.DE,REJECT,0.0,standard_base,0.0,,,,0.0,,
MUV2.DE,REJECT,0.0,standard_base,0.0,,,,0.0,,
ANTO.L,REJECT,0.0,standard_base,0.0,,,,0.0,,
AV.L,REJECT,0.0,standard_base,0.0,,,,0.0,,
BNZL.L,REJECT,0.0,standard_base,0.0,,,,0.0,,
CPG.L,REJECT,0.0,standard_base,0.0,,,,0.0,,
CABK.MC,REJECT,46.5,flat_base,13.7,flat_max_spike_filtered,64.1,50.9,-4.82,2.47,13.04
ZURN.SW,REJECT,0.0,standard_base,0.0,,,,0.0,,
CON.DE,REJECT,0.0,standard_base,0.0,,,,0.0,,
SCA-B.ST,REJECT,0.0,standard_base,0.0,,,,0.0,,
BTG.L,REJECT,0.0,standard_base,0.0,,,,0.0,,
FME.DE,REJECT,0.0,standard_base,0.0,,,,0.0,,
DBV.PA,REJECT,0.0,standard_base,0.0,,,,0.0,,
GN.CO,REJECT,0.0,standard_base,0.0,,,,0.0,,
ALC.SW,REJECT,0.0,standard_base,0.0,,,,0.0,,
GIVN.SW,REJECT,0.0,standard_base,0.0,,,,0.0,,
ABF.L,REJECT,0.0,standard_base,0.0,,,,0.0,,
BRBY.L,REJECT,0.0,standard_base,0.0,,,,0.0,,
JD.L,REJECT,0.0,standard_base,0.0,,,,0.0,,
RCO.PA,REJECT,0.0,standard_base,0.0,,,,0.0,,
HEN3.DE,REJECT,0.0,standard_base,0.0,,,,0.0,,
RWE.DE,B,68.2,flat_base,10.2,flat_max_spike_filtered,56.8,48.0,-5.62,2.47,62.06
IMI.L,B,75.4,flat_base,11.6,flat_max_spike_filtered,67.8,49.4,-1.97,3.37,2850.69
ALFA.ST,REJECT,0.0,standard_base,0.0,,,,0.0,,
BABA,REJECT,0.0,standard_base,0.0,,,,0.0,,
BIDU,REJECT,0.0,standard_base,0.0,,,,0.0,,
JD,REJECT,0.0,standard_base,0.0,,,,0.0,,
NIO,REJECT,0.0,standard_base,0.0,,,,0.0,,
PDD,REJECT,0.0,standard_base,0.0,,,,0.0,,
TME,REJECT,0.0,standard_base,0.0,,,,0.0,,
TSM,C,57.7,cup,22.0,cup_handle,84.9,63.8,-3.25,1.6,356.24
XPEV,REJECT,0.0,standard_base,0.0,,,,0.0,,
CM,B,78.0,flat_base,10.1,flat_max_spike_filtered,66.2,46.4,-1.19,3.97,97.86
CNR.TO,REJECT,0.0,standard_base,0.0,,,,0.0,,
CP.TO,REJECT,0.0,standard_base,0.0,,,,0.0,,
ENB,REJECT,0.0,standard_base,0.0,,,,0.0,,
SU,REJECT,0.0,standard_base,0.0,,,,0.0,,
TRP,B,73.4,cup,17.6,cup_handle,59.8,44.8,-1.58,3.18,61.93
WCN,REJECT,0.0,standard_base,0.0,,,,0.0,,
BHP,REJECT,0.0,standard_base,0.0,,,,0.0,,
RIO,A+,87.0,cup,20.3,cup_handle,90.1,72.9,-2.9,2.09,95.53
WES,C,61.6,flat_base,12.6,flat_max_spike_filtered,42.5,34.3,-7.98,2.46,42.92
ABNB,REJECT,0.0,standard_base,0.0,,,,0.0,,
AFRM,REJECT,0.0,standard_base,0.0,,,,0.0,,
HOOD,REJECT,0.0,standard_base,0.0,,,,0.0,,
RBLX,REJECT,0.0,standard_base,0.0,,,,0.0,,
SOFI,REJECT,0.0,standard_base,0.0,,,,0.0,,
UPST,REJECT,0.0,standard_base,0.0,,,,0.0,,
AFL,REJECT,0.0,standard_base,0.0,,,,0.0,,
ATO,REJECT,0.0,standard_base,0.0,,,,0.0,,
BRO,REJECT,0.0,standard_base,0.0,,,,0.0,,
CBSH,REJECT,0.0,standard_base,0.0,,,,0.0,,
CBU,REJECT,37.6,flat_base,11.7,flat_max_spike_filtered,58.5,42.9,-6.76,2.53,64.83
CHD,REJECT,0.0,standard_base,0.0,,,,0.0,,
CTAS,REJECT,0.0,standard_base,0.0,,,,0.0,,
ESS,REJECT,0.0,standard_base,0.0,,,,0.0,,
EXPD,REJECT,0.0,standard_base,0.0,,,,0.0,,
FRT,REJECT,0.0,standard_base,0.0,,,,0.0,,
GPC,REJECT,0.0,standard_base,0.0,,,,0.0,,
LEG,REJECT,0.0,standard_base,0.0,,,,0.0,,
MKC,REJECT,0.0,standard_base,0.0,,,,0.0,,
NUE,B,71.7,cup,18.0,cup_handle,71.0,60.7,-8.59,2.22,186.78
NWL,REJECT,0.0,standard_base,0.0,,,,0.0,,
O,REJECT,0.0,standard_base,0.0,,,,0.0,,
ROP,REJECT,0.0,standard_base,0.0,,,,0.0,,
SON,REJECT,0.0,standard_base,0.0,,,,0.0,,
VFC,REJECT,0.0,standard_base,0.0,,,,0.0,,
WST,REJECT,0.0,standard_base,0.0,,,,0.0,,
XLE,A,77.5,cup,21.3,cup_handle,75.8,54.5,-1.67,3.16,54.16
XLF,REJECT,0.0,standard_base,0.0,,,,0.0,,
XLI,REJECT,0.0,standard_base,0.0,,,,0.0,,
XLV,REJECT,0.0,standard_base,0.0,,,,0.0,,
XLK,REJECT,0.0,standard_base,0.0,,,,0.0,,
XLP,REJECT,0.0,standard_base,0.0,,,,0.0,,
XLY,REJECT,0.0,standard_base,0.0,,,,0.0,,
XLB,A,77.8,flat_base,12.2,flat_max_spike_filtered,77.1,53.3,-2.37,3.34,52.52
XLRE,REJECT,0.0,standard_base,0.0,,,,0.0,,
XLU,REJECT,0.0,standard_base,0.0,,,,0.0,,
XLC,REJECT,0.0,standard_base,0.0,,,,0.0,,
SONY,REJECT,0.0,standard_base,0.0,,,,0.0,,
TM,B,74.3,flat_base,12.6,flat_max_spike_filtered,75.1,54.8,-4.44,3.07,240.79
HMC,REJECT,0.0,standard_base,0.0,,,,0.0,,
MUFG,A,77.1,cup,21.8,cup_handle,80.5,59.1,-5.41,2.8,19.43
SMFG,A+,85.3,cup,20.7,cup_handle,89.2,74.8,-5.05,2.65,23.42
LPL,REJECT,0.0,standard_base,0.0,,,,0.0,,
UMC,REJECT,0.0,standard_base,0.0,,,,0.0,,
SSE.L,C,61.4,cup,19.9,cup_handle,69.7,65.0,-3.26,2.47,2559.21
CNQ,REJECT,0.0,standard_base,0.0,,,,0.0,,
BRK-B,REJECT,0.0,standard_base,0.0,,,,0.0,,
BRK-A,REJECT,0.0,standard_base,0.0,,,,0.0,,
A,REJECT,0.0,standard_base,0.0,,,,0.0,,
AA,A,83.0,cup,21.9,cup_handle,97.1,98.5,-6.13,1.18,58.36
AAL,REJECT,0.0,standard_base,0.0,,,,0.0,,
AAON,REJECT,0.0,standard_base,0.0,,,,0.0,,
ACGL,REJECT,0.0,standard_base,0.0,,,,0.0,,
ACI,REJECT,0.0,standard_base,0.0,,,,0.0,,
ACM,REJECT,0.0,standard_base,0.0,,,,0.0,,
ACN,REJECT,0.0,standard_base,0.0,,,,0.0,,
ADC,REJECT,0.0,standard_base,0.0,,,,0.0,,
ADI,REJECT,0.0,standard_base,0.0,,,,0.0,,
ADM,B,74.2,flat_base,13.1,flat_max_spike_filtered,62.9,45.0,-2.65,2.31,66.55
ADP,REJECT,0.0,standard_base,0.0,,,,0.0,,
AEE,REJECT,0.0,standard_base,0.0,,,,0.0,,
AES,REJECT,51.4,cup,21.3,cup_handle,71.6,55.5,-2.77,2.24,16.03
AFG,REJECT,0.0,standard_base,0.0,,,,0.0,,
AGCO,REJECT,0.0,standard_base,0.0,,,,0.0,,
AIG,REJECT,0.0,standard_base,0.0,,,,0.0,,
AIT,REJECT,0.0,standard_base,0.0,,,,0.0,,
AIZ,REJECT,0.0,standard_base,0.0,,,,0.0,,
AJG,REJECT,0.0,standard_base,0.0,,,,0.0,,
AKAM,REJECT,0.0,standard_base,0.0,,,,0.0,,
ALB,REJECT,0.0,standard_base,0.0,,,,0.0,,
ALGM,REJECT,0.0,standard_base,0.0,,,,0.0,,
ALK,REJECT,0.0,standard_base,0.0,,,,0.0,,
ALL,REJECT,0.0,standard_base,0.0,,,,0.0,,
ALLE,REJECT,0.0,standard_base,0.0,,,,0.0,,
ALV,REJECT,0.0,standard_base,0.0,,,,0.0,,
AM,REJECT,0.0,standard_base,0.0,,,,0.0,,
AMCR,REJECT,0.0,standard_base,0.0,,,,0.0,,
AME,B,73.3,flat_base,12.9,flat_max_spike_filtered,71.2,52.7,-3.61,2.98,231.9
AMG,REJECT,0.0,standard_base,0.0,,,,0.0,,
AMH,REJECT,0.0,standard_base,0.0,,,,0.0,,
AMKR,REJECT,0.0,standard_base,0.0,,,,0.0,,
AMP,REJECT,0.0,standard_base,0.0,,,,0.0,,
AN,REJECT,0.0,standard_base,0.0,,,,0.0,,
ANF,REJECT,0.0,standard_base,0.0,,,,0.0,,
AON,REJECT,0.0,standard_base,0.0,,,,0.0,,
APA,REJECT,0.0,standard_base,0.0,,,,0.0,,
APG,B,75.2,flat_base,12.4,flat_max_spike_filtered,67.0,52.3,-4.47,2.38,44.17
APH,REJECT,0.0,standard_base,0.0,,,,0.0,,
APO,REJECT,0.0,standard_base,0.0,,,,0.0,,
APPF,REJECT,0.0,standard_base,0.0,,,,0.0,,
APTV,REJECT,0.0,standard_base,0.0,,,,0.0,,
AR,REJECT,0.0,standard_base,0.0,,,,0.0,,
ARE,REJECT,0.0,standard_base,0.0,,,,0.0,,
ARES,REJECT,0.0,standard_base,0.0,,,,0.0,,
ARMK,REJECT,0.0,standard_base,0.0,,,,0.0,,
ARW,REJECT,0.0,standard_base,0.0,,,,0.0,,
ASB,REJECT,0.0,standard_base,0.0,,,,0.0,,
ASGN,REJECT,0.0,standard_base,0.0,,,,0.0,,
ASH,A,84.1,flat_base,11.9,flat_max_spike_filtered,84.4,62.4,-3.48,1.78,61.97
ATI,REJECT,0.0,standard_base,0.0,,,,0.0,,
ATR,REJECT,0.0,standard_base,0.0,,,,0.0,,
AVAV,REJECT,0.0,standard_base,0.0,,,,0.0,,
AVNT,REJECT,0.0,standard_base,0.0,,,,0.0,,
AVT,REJECT,0.0,standard_base,0.0,,,,0.0,,
AVTR,REJECT,0.0,standard_base,0.0,,,,0.0,,
AVY,REJECT,0.0,standard_base,0.0,,,,0.0,,
AXON,REJECT,0.0,standard_base,0.0,,,,0.0,,
AXTA,REJECT,0.0,standard_base,0.0,,,,0.0,,
AYI,REJECT,0.0,standard_base,0.0,,,,0.0,,
AZO,REJECT,0.0,standard_base,0.0,,,,0.0,,
BAH,REJECT,0.0,standard_base,0.0,,,,0.0,,
BALL,REJECT,0.0,standard_base,0.0,,,,0.0,,
BBWI,REJECT,0.0,standard_base,0.0,,,,0.0,,
BC,A,76.5,flat_base,13.4,flat_max_spike_filtered,89.9,72.5,-7.51,1.76,85.13
BCO,B,70.8,flat_base,9.1,flat_max_spike_filtered,61.3,44.3,-4.73,2.63,128.53
BDC,REJECT,0.0,standard_base,0.0,,,,0.0,,
BF-B,REJECT,0.0,standard_base,0.0,,,,0.0,,
BG,REJECT,0.0,standard_base,0.0,,,,0.0,,
BHF,REJECT,0.0,standard_base,0.0,,,,0.0,,
BILL,REJECT,0.0,standard_base,0.0,,,,0.0,,
BIO,REJECT,0.0,standard_base,0.0,,,,0.0,,
BJ,REJECT,0.0,standard_base,0.0,,,,0.0,,
BKH,REJECT,45.8,flat_base,7.8,flat_max_spike_filtered,37.3,32.6,-2.65,2.88,72.54
BKR,REJECT,0.0,standard_base,0.0,,,,0.0,,
BLD,REJECT,0.0,standard_base,0.0,,,,0.0,,
BLDR,REJECT,0.0,standard_base,0.0,,,,0.0,,
BLKB,REJECT,0.0,standard_base,0.0,,,,0.0,,
BR,REJECT,0.0,standard_base,0.0,,,,0.0,,
BRBR,REJECT,0.0,standard_base,0.0,,,,0.0,,
BRKR,REJECT,0.0,standard_base,0.0,,,,0.0,,
BRX,REJECT,0.0,standard_base,0.0,,,,0.0,,
BSY,REJECT,0.0,standard_base,0.0,,,,0.0,,
BURL,B,66.9,flat_base,13.7,flat_max_spike_filtered,45.4,41.8,-6.84,1.85,314.29
BWA,REJECT,0.0,standard_base,0.0,,,,0.0,,
BWXT,B,74.8,cup,21.7,cup_handle,53.3,43.9,-6.77,1.42,197.75
BX,REJECT,0.0,standard_base,0.0,,,,0.0,,
BYD,REJECT,0.0,standard_base,0.0,,,,0.0,,
CACI,REJECT,0.0,standard_base,0.0,,,,0.0,,
CADE,REJECT,0.0,standard_base,0.0,,,,0.0,,
CAG,REJECT,0.0,standard_base,0.0,,,,0.0,,
CAH,REJECT,52.1,flat_base,13.4,flat_max_spike_filtered,44.3,48.3,-2.08,2.24,220.51
CAR,REJECT,0.0,standard_base,0.0,,,,0.0,,
CARR,REJECT,0.0,standard_base,0.0,,,,0.0,,
CART,REJECT,0.0,standard_base,0.0,,,,0.0,,
CASY,A,76.1,flat_base,13.4,flat_max_spike_filtered,70.3,53.4,-1.45,2.79,654.36
CAVA,REJECT,0.0,standard_base,0.0,,,,0.0,,
CB,REJECT,0.0,standard_base,0.0,,,,0.0,,
CBT,REJECT,0.0,standard_base,0.0,,,,0.0,,
CCI,REJECT,0.0,standard_base,0.0,,,,0.0,,
CCK,REJECT,0.0,standard_base,0.0,,,,0.0,,
CCL,REJECT,0.0,standard_base,0.0,,,,0.0,,
CDP,REJECT,0.0,standard_base,0.0,,,,0.0,,
CDW,REJECT,0.0,standard_base,0.0,,,,0.0,,
CEG,REJECT,0.0,standard_base,0.0,,,,0.0,,
CELH,REJECT,0.0,standard_base,0.0,,,,0.0,,
CFR,REJECT,39.2,flat_base,10.8,flat_max_spike_filtered,65.0,45.6,-5.17,2.57,143.18
CG,REJECT,0.0,standard_base,0.0,,,,0.0,,
CGNX,REJECT,0.0,standard_base,0.0,,,,0.0,,
CHDN,REJECT,0.0,standard_base,0.0,,,,0.0,,
CHE,REJECT,0.0,standard_base,0.0,,,,0.0,,
CHH,REJECT,0.0,standard_base,0.0,,,,0.0,,
CHRD,REJECT,0.0,standard_base,0.0,,,,0.0,,
CHTR,REJECT,0.0,standard_base,0.0,,,,0.0,,
CHWY,REJECT,0.0,standard_base,0.0,,,,0.0,,
CIEN,REJECT,0.0,standard_base,0.0,,,,0.0,,
CINF,REJECT,0.0,standard_base,0.0,,,,0.0,,
CIVI,REJECT,0.0,standard_base,0.0,,,,0.0,,
CLF,REJECT,0.0,standard_base,0.0,,,,0.0,,
CLH,A,84.4,cup,19.2,cup_handle,85.5,64.5,-3.12,2.31,276.33
CMA,REJECT,43.9,flat_base,13.0,flat_max_spike_filtered,59.5,54.7,-7.3,2.31,91.51
CMC,B,75.0,cup,18.9,cup_handle,84.0,72.4,-10.59,2.06,80.53
CMS,REJECT,0.0,standard_base,0.0,,,,0.0,,
CNH,REJECT,0.0,standard_base,0.0,,,,0.0,,
CNM,REJECT,0.0,standard_base,0.0,,,,0.0,,
CNO,REJECT,0.0,standard_base,0.0,,,,0.0,,
CNP,REJECT,0.0,standard_base,0.0,,,,0.0,,
CNX,REJECT,31.4,cup,19.7,cup_handle,33.7,40.2,-7.41,1.86,39.03
CNXC,REJECT,0.0,standard_base,0.0,,,,0.0,,
COHR,REJECT,0.0,standard_base,0.0,,,,0.0,,
COKE,REJECT,0.0,standard_base,0.0,,,,0.0,,
COLB,REJECT,51.6,cup,15.8,cup_handle,60.2,49.6,-6.55,2.06,30.65
COLM,REJECT,0.0,standard_base,0.0,,,,0.0,,
COO,B,74.7,flat_base,6.9,flat_max_spike_filtered,58.7,42.3,-2.85,2.6,81.36
COR,REJECT,0.0,standard_base,0.0,,,,0.0,,
COTY,REJECT,0.0,standard_base,0.0,,,,0.0,,
CPAY,REJECT,0.0,standard_base,0.0,,,,0.0,,
CPB,REJECT,0.0,standard_base,0.0,,,,0.0,,
CPRI,REJECT,0.0,standard_base,0.0,,,,0.0,,
CPRT,REJECT,0.0,standard_base,0.0,,,,0.0,,
CPT,REJECT,0.0,standard_base,0.0,,,,0.0,,
CR,REJECT,0.0,standard_base,0.0,,,,0.0,,
CRBG,REJECT,0.0,standard_base,0.0,,,,0.0,,
CRH,REJECT,0.0,standard_base,0.0,,,,0.0,,
CRL,REJECT,0.0,standard_base,0.0,,,,0.0,,
CROX,REJECT,0.0,standard_base,0.0,,,,0.0,,
CRS,REJECT,0.0,standard_base,0.0,,,,0.0,,
CRUS,REJECT,52.8,cup,21.1,cup_handle,77.1,55.4,-2.69,1.48,136.81
CSGP,REJECT,0.0,standard_base,0.0,,,,0.0,,
CSL,REJECT,0.0,standard_base,0.0,,,,0.0,,
CTRA,REJECT,0.0,standard_base,0.0,,,,0.0,,
CTVA,REJECT,0.0,standard_base,0.0,,,,0.0,,
CUBE,REJECT,0.0,standard_base,0.0,,,,0.0,,
CUZ,REJECT,0.0,standard_base,0.0,,,,0.0,,
CVLT,REJECT,0.0,standard_base,0.0,,,,0.0,,
CVNA,REJECT,0.0,standard_base,0.0,,,,0.0,,
CW,REJECT,0.0,standard_base,0.0,,,,0.0,,
CXT,REJECT,0.0,standard_base,0.0,,,,0.0,,
CYTK,REJECT,0.0,standard_base,0.0,,,,0.0,,
D,REJECT,0.0,standard_base,0.0,,,,0.0,,
DAL,REJECT,0.0,standard_base,0.0,,,,0.0,,
DAR,REJECT,0.0,standard_base,0.0,,,,0.0,,
DASH,REJECT,0.0,standard_base,0.0,,,,0.0,,
DAY,REJECT,0.0,standard_base,0.0,,,,0.0,,
DBX,REJECT,0.0,standard_base,0.0,,,,0.0,,
DCI,B,73.4,cup,21.8,cup_handle,77.5,60.2,-5.56,3.52,109.63
DECK,REJECT,0.0,standard_base,0.0,,,,0.0,,
DG,B,70.7,flat_base,9.7,flat_max_spike_filtered,94.6,79.1,-1.52,2.14,147.76
DGX,REJECT,0.0,standard_base,0.0,,,,0.0,,
DINO,REJECT,0.0,standard_base,0.0,,,,0.0,,
DLB,REJECT,0.0,standard_base,0.0,,,,0.0,,
DLR,REJECT,0.0,standard_base,0.0,,,,0.0,,
DLTR,A,78.0,cup,18.5,cup_handle,84.1,76.1,-6.12,1.92,131.68
DOC,REJECT,0.0,standard_base,0.0,,,,0.0,,
DOCS,REJECT,0.0,standard_base,0.0,,,,0.0,,
DOW,REJECT,0.0,standard_base,0.0,,,,0.0,,
DPZ,REJECT,0.0,standard_base,0.0,,,,0.0,,
DT,REJECT,0.0,standard_base,0.0,,,,0.0,,
DTE,REJECT,0.0,standard_base,0.0,,,,0.0,,
DTM,REJECT,52.7,cup,17.1,cup_handle,64.7,51.9,-0.63,2.75,133.04
DUOL,REJECT,0.0,standard_base,0.0,,,,0.0,,
DVA,REJECT,0.0,standard_base,0.0,,,,0.0,,
DXCM,REJECT,0.0,standard_base,0.0,,,,0.0,,
DY,REJECT,0.0,standard_base,0.0,,,,0.0,,
EA,REJECT,0.0,standard_base,0.0,,,,0.0,,
EEFT,REJECT,0.0,standard_base,0.0,,,,0.0,,
EFX,REJECT,0.0,standard_base,0.0,,,,0.0,,
EG,REJECT,0.0,standard_base,0.0,,,,0.0,,
EGP,REJECT,0.0,standard_base,0.0,,,,0.0,,
EHC,REJECT,0.0,standard_base,0.0,,,,0.0,,
